"geoid","fuelheat","housingvalue","kitchen","mortgage","mortgagecost","mortgageval","occupy","occupyown","phone","plumbing","rentgross","rentprcinc","rooms","units","unitsownpop"
"05000US06023",73.79,"296600","97.3",57.41,"83.41","60.97",86.38,56.85,"97.37","97.44","947",38,4.9,1.89076234175466,57.63
"05000US06025",86.46,"177100","97.44",66.05,"86.5","72.04",76.66,58.37,"98.07","99.14","818",32.4,5.1,1.94836234877545,58.04
"05000US06027",42.56,"262400","96.16",47.55,"77.35","61.5",84.73,63.22,"98.84","97.22","891",45.7,4.9,1.86316961524187,68.53
"05000US06029",91.36,"205200","95.77",70.01,"88.58","72.75",90.59,58,"98.07","97.76","956",31.5,5.1,1.88249916950652,57.11
"05000US06031",93.07,"202800","97.37",69.33,"88.12","69.66",93.32,51.75,"97.81","99.05","971",31.7,5.2,1.87750087750088,50.74
"05000US06033",53.98,"195400","98.02",50.6,"76.42","59.04",74.05,66.07,"98.32","98.77","968",45.6,5.1,1.92898405607333,63.49
"05000US06035",43.41,"184200","96.31",54.71,"80.39","51.5",74.41,67.89,"97.64","97.67","945",36,5.2,1.93216053934478,67.34
"05000US06037",92.1,"543400","96.8",72.23,"90.95","72.43",93.81,45.81,"98.04","99.12","1390",36.2,4.6,1.73181676708179,48.63
"05000US06039",64.37,"235200","97",66.07,"85.72","69.02",88.87,63.96,"98.33","98.29","986",33.9,5.4,1.92361312808597,59.58
"05000US06041",93.9,"959200","98.09",71.6,"90.39","72.57",93.26,63.84,"98.53","99.15","1970",46.5,5.4,1.90257272606358,64.88
"05000US06043",25.82,"269500","96.01",48.85,"78.6","52.96",74.12,68.96,"97.73","95.82","799",51.4,5,1.93688311688312,68.41
"05000US06045",54.14,"356800","97.45",54.13,"81.48","56.14",83.33,59.18,"97.94","97.67","1100",42.8,4.7,1.93062481666178,57.13
"05000US06047",91.4,"229500","96.9",66.96,"87.04","63.01",93.88,51.98,"98.48","98.51","973",30.9,5.4,1.88381529030475,49.63
"05000US06049",40.66,"133300","97.3",46.74,"71.83","37.04",69.54,76.58,"99.07","99.03","705",47.7,5,1.95327868852459,73.21
"05000US06051",40.98,"326400","98.14",60.52,"82.84","64.31",34.43,62.18,"98.8","98.85","1125",38.3,4.6,1.96141943470188,57.19
"05000US06053",91.32,"477200","99.13",67.29,"88.49","66.54",89.3,51.06,"98.12","99.26","1401",34.1,5,1.88412718560594,48.6
"05000US06055",90.77,"603700","97.45",65.92,"87.78","64.71",88.26,63.75,"98.78","99.08","1621",41.1,5.4,1.90461331375428,61.99
"05000US06057",48.59,"400000","97.92",63.14,"85.63","67.47",76.24,74.34,"98.22","99.05","1222",50.1,5.5,1.9567768433405,74.74
"05000US06059",93.76,"652900","97.86",71.37,"91.08","72.65",94.59,57.37,"98.47","99.64","1777",37.8,5.2,1.76769249098921,56.8
"05000US06061",86.62,"443700","98.49",71.96,"89.82","73.23",86.91,71.59,"98.32","99.51","1463",41.9,5.9,1.8998016507774,73.05
"05000US06063",29.54,"234900","97.34",59.3,"83.41","58.8",51.02,72.92,"98.29","97.13","868",52.2,5.2,1.93040884801789,72.23
"05000US06065",94.53,"330600","97.68",71.18,"89.12","74.54",86.17,65.76,"97.37","99.21","1311",35.3,5.4,1.8536560919553,65.39
"05000US06067",96.82,"330100","98.28",72.32,"90.34","74.37",94.5,55.98,"98.22","99.48","1184",36,5.3,1.71895177313168,57.05
"05000US06069",85.91,"496200","99.13",76.38,"92.28","76.2",95.3,63.49,"98.34","99.53","1477",35.5,5.8,1.94926719278467,60.97
"05000US06071",92.99,"305400","96.32",72.77,"90.8","76.59",88.06,59.26,"97.91","98.59","1230",33.1,5.4,1.81554089303922,59.32
"05000US06073",90.91,"526300","98.67",72.37,"91.06","73.52",92.87,53.07,"97.92","99.48","1569",35.6,5,1.81485728073781,53.68
"05000US06075",92.11,"1009500","94.76",66.25,"89.87","66.62",91.29,37.61,"97.54","96.81","1805",38.2,4.1,1.6140577691403,43.74
"05000US06077",94.47,"313800","97.7",71.88,"90.09","73.9",94.06,55.62,"98.43","99.27","1159",34.1,5.4,1.75755423923926,54.9
"05000US06079",86.67,"537900","98.4",67.08,"88.73","67.83",86.97,60.76,"98.08","99.48","1385",39.1,5.2,1.94121556823685,60.48
"05000US06081",95.51,"994100","98.65",71.14,"91.03","70.8",94.76,59.88,"98.34","99.4","2158",39.6,5.1,1.67515622077421,60.83
"05000US06083",91.86,"549900","98.04",66.36,"87.51","62.36",92.8,52.18,"98.1","99.25","1576",33.7,5,1.90867951601109,49.91
"05000US06085",96.57,"913000","98.79",70.93,"90.78","70.77",95.52,56.75,"98.48","99.52","2126",37,5.1,1.60200149482711,58.22
"05000US06087",81.53,"711000","98.15",67.59,"89.63","69.22",90.43,59.39,"98.31","99.06","1647",37.4,4.9,1.9275241238147,58.05
"05000US06089",75.27,"242500","97.86",61.14,"83.41","62.27",89.73,63.46,"97.68","98.41","1000",41.8,5.3,1.9274757708626,62.97
"05000US06091",18.29,"173200","95.82",49.9,"76.89","53.57",51.82,81.39,"95.08","95.7","888",55.5,5,1.98549556809025,75.74
"05000US06093",55.58,"186300","96.96",49.52,"75.59","49.17",79.9,65.6,"98.22","97.17","836",48,5,1.91182427169341,63.77
"05000US06095",95.59,"377500","98.77",75.73,"92.19","78.19",95.01,60.66,"98.6","99.35","1498",37.9,5.6,1.67729276097325,60.55
"05000US06097",88.32,"568700","97.96",67.33,"88.38","68.43",91.19,60.79,"98.52","99","1549",41.7,5.1,1.92219246959158,60.25
"05000US06099",95.36,"272400","97.91",69.75,"88.48","71.22",95.29,57.38,"98.61","99.03","1099",34,5.4,1.89048076811712,56.99
"05000US06101",91.41,"260300","98",65.22,"86.53","67.57",94.3,57.35,"98.23","99.13","986",35.7,5.6,1.81708899876391,56.07
"05000US06103",58.85,"203400","98.57",63.85,"85.14","67.8",87.56,64.83,"98.29","98.39","839",40.9,5.2,1.940395421436,63.89
"05000US06105",42.48,"284600","94.08",44.54,"77","50.87",65.49,66.74,"96.95","93.57","815",51.8,4.5,1.89872325741891,65.45
"05000US06107",89.92,"191200","96.4",70.31,"88.87","70.24",92.09,56.8,"97.88","98.2","904",30.8,5.3,1.93383833188838,55.18
"05000US06109",30.64,"278900","97.68",59.58,"82.27","61.46",71.23,69.81,"97.82","98.37","970",48.4,5.1,1.94800909617871,69.86
"05000US06111",91.84,"559700","98.41",73.29,"91.73","75.1",94.34,63.25,"98.6","99.5","1705",37.9,5.6,1.89393715941687,62.57
"05000US06113",94.14,"395500","98.6",69.19,"89.49","71.64",94.84,51.71,"97.89","99.27","1266",31,5.2,1.81473268943001,51.32
"05000US06115",78.74,"231900","97.64",67.47,"87.94","67.24",92.28,58.78,"97.41","98.08","951",32.5,5.1,1.86928454104435,59.9
"05000US08001",97.54,"273000","99.12",76.13,"91.15","79.07",96.09,65.21,"98.08","99.48","1270",33.6,5.8,1.91308342409326,66.47
"05000US08003",77.5,"157500","96.77",60.15,"83.39","63.29",88.71,55.71,"96","97.94","657",30.4,5.1,1.92995286851942,60.74
"05000US08005",97.73,"327800","99.08",76.03,"91.32","75.55",95.55,63.07,"98.37","99.62","1307",36.5,5.9,1.82797957560017,65.05
"05000US08007",52.31,"295500","97.83",56.39,"80.54","51.14",61.44,74.57,"98.34","97.28","934",50.6,5.1,1.96931216931217,74.37
"05000US08009",77.58,"82200","91.84",41.94,"69.61","50.57",72.85,71.74,"98.11","87.98","475",47.7,5.7,1.94518879415347,73.29
"05000US08011",73.51,"80600","90.17",35.39,"57.09","35.12",77.24,64.16,"99.08","86.18","644",41,5.5,1.98910550458716,65.45
"05000US08013",95.23,"462200","98.6",69.84,"89.01","69.37",93.72,62.03,"98.11","99.15","1411",36.2,5.8,1.93100544902855,63.76
"05000US08014",97.16,"382800","98.85",75.27,"92.27","77.64",96.65,66.32,"98.32","99.79","1583",37.7,6.1,1.91377568204783,70.96
"05000US08015",65.66,"335900","96.46",56.35,"83.2","54.69",73.18,76.69,"96.42","96.24","800",49.1,5.4,1.97134958532295,77.9
"05000US08017",66.44,"104000","92.16",39.45,"66.95","47.27",79.7,74.12,"99.6","92.27","579",35.9,6.2,1.93126684636119,72.57
"05000US08019",71.05,"357000","96.19",62.57,"86.83","63.5",80.4,76.47,"98.77","95.82","913",47.8,5.6,1.96810344827586,77.52
"05000US08021",52.77,"117600","95.68",46.34,"75.06","53.1",69.76,79.69,"96.51","93.18","533",39.4,5.2,1.98370273794003,81.26
"05000US08023",22.42,"113200","92.08",40.03,"66.4","54.32",59.89,70.48,"96.38","87.93","612",51.3,5.1,1.93657379964434,69.05
"05000US08025",76.46,"71700","89.46",49.13,"70.43","44.77",75.38,72.45,"97.24","88.38","815",35.6,5.5,1.96984924623116,75.62
"05000US08027",20.79,"262200","95.5",49.07,"78.48","65.43",46.66,85.31,"99.38","95.47","644",58.4,5.4,1.9759961593855,86.58
"05000US08029",72.21,"219000","96.68",52.61,"79.11","53.33",80.48,71.04,"98.09","96.29","851",47.6,5.5,1.97719239185322,70.48
"05000US08031",96.8,"357300","98.7",74.23,"90.92","74.35",93.73,49.63,"97.8","99.44","1217",34.4,4.7,1.85641973379354,52.87
"05000US08033",37.97,"115900","83.08",39.5,"69.36","40.98",49.5,81.08,"96.76","84.08","713",51.8,4.8,1.99459459459459,75.34
"05000US08035",96.56,"441100","99.45",81.79,"94.14","80.83",96.61,79.01,"98.76","99.71","1655",38.4,7.4,1.92858481085961,81.74
"05000US08037",92.39,"538600","98.73",72.59,"89.43","66.94",55.2,70.6,"98.83","99.15","1507",36.5,5.1,1.96642253521127,65.49
"05000US08039",50.07,"425500","97.76",79.9,"93.6","77.18",95.63,89.72,"97.72","98.58","1038",46.1,7.3,1.96760999336723,90.64
"05000US08041",94.8,"254300","98.93",74.08,"91.19","75.01",94.33,63.76,"97.99","99.43","1119",34.1,6.2,1.88592187987165,65.78
"05000US08043",79.5,"163300","95.71",56.83,"82.02","59.88",87.06,75.02,"97.72","96.53","805",44.9,5.6,1.98147177066946,76.3
"05000US08045",87.36,"337900","98.86",70.53,"89.68","73.54",88.54,66.87,"96.9","99.3","1215",36.3,5.3,1.97047970479705,65.23
"05000US08047",69.09,"337400","91.75",71.82,"91.48","67.13",72.23,80.93,"99.66","92.4","1109",45.7,5,1.9705993215228,82.5
"05000US08049",77.45,"295800","97.75",66.1,"87.56","63.17",35.03,68.85,"99.55","97.95","1010",43.5,3.8,1.97956379872918,64.43
"05000US08051",75.89,"339400","95.98",62.59,"84.54","58.63",56.04,61.09,"97.64","94.61","1005",34.5,4.4,1.975312358874,61
"05000US08053",24.03,"331100","96.19",50.9,"73.9","51.56",26.34,71.58,"95.87","96.05","732",57.5,4,1.98191214470284,67.77
"05000US08055",51.43,"157200","94.8",41.24,"66.84","48.85",62.77,71.66,"97.53","94.32","631",55.1,5.2,1.98202315661182,75.25
"05000US08057",55.13,"195400","83.8",31.95,"66.38","45.28",43.73,71.3,"100","83.73","675",50.9,4.8,2,66.95
"05000US08059",95.84,"366800","98.99",73,"90.54","73.2",96.41,70.4,"98.45","99.64","1285",40.4,6.4,1.95084139680995,72.7
"05000US08061",75.38,"80100","92.36",33.86,"54.74","34.82",75.54,74.7,"99.83","91.46","594",40.4,6.3,1.97976391231029,71.32
"05000US08063",80.92,"140800","92.19",44.51,"70.45","48.64",83.91,68.83,"97.72","93.24","763",38.5,6,1.99261001007726,68.69
"05000US08065",76.26,"214000","98.35",55.92,"82.7","61.57",69.85,62.18,"98.12","97.35","955",37.8,5,1.97315836564271,66.35
"05000US08067",64.39,"375400","98.27",62.09,"87.07","62.28",79.41,70.56,"97.44","98.38","1121",39.9,5.4,1.93754875418712,71.81
"05000US08069",93.36,"336200","98.2",69.74,"89.4","71.03",91.66,64.59,"97.78","98.9","1228",35.9,5.9,1.95728204782553,67.56
"05000US08071",65.97,"147100","95.62",53.83,"80.33","56.14",75.81,68.95,"97.48","94.84","702",46.1,5.3,1.9436467500386,67.85
"05000US08073",69.68,"135700","91.1",44.62,"72.35","32.37",74.29,68.42,"98.03","89.78","808",37.9,5.8,1.95328947368421,67.79
"05000US08075",84.44,"154500","96.78",54.19,"77.36","58.11",89.94,61.76,"94.72","98.66","744",38.4,5.4,1.98093608700965,65.96
"05000US08077",91.89,"214400","98.15",67.45,"88.61","68.65",92.65,67.23,"97.43","98.92","934",39.1,5.6,1.96626415217997,68.42
"05000US08079",26.93,"293600","97.21",49.55,"79.18","58.8",28.32,88.8,"99.47","96.68","719",58.6,5,1.992,79.7
"05000US08081",80,"170700","97.09",60.21,"83.79","62.1",82.94,68.02,"96.99","95.64","777",37.8,5.8,1.96890595009597,70.92
"05000US08083",53.39,"208300","97.13",51.4,"79.55","57.41",86.21,71.09,"96.5","97.64","762",44.4,5.3,1.89326424870466,70.68
"05000US08085",75.95,"212900","97.06",56.53,"82.67","62.08",90.82,70.72,"97.75","98.27","859",45.1,5.5,1.96642335766423,71.93
"05000US08087",83.79,"183900","97.36",58.51,"81.8","59.01",92.04,64.3,"97.19","97.59","775",36.3,5.7,1.95234121464998,65.27
"05000US08089",91.46,"91900","95.31",46.17,"72.33","43.5",85.42,62.2,"95.74","94.26","669",40.2,5.4,1.94799115849694,63.22
"05000US08091",57.01,"419900","97.66",56.8,"83.3","51.51",68.39,68.37,"99.23","97.91","1139",53,5.4,1.98131267092069,65.82
"05000US08093",49.95,"284800","95.64",73.14,"92.17","76.11",49.27,83.73,"97.86","93.94","1106",50.6,5,1.97569883410591,85.35
"05000US08095",78.83,"155500","96.97",52.26,"75.97","59.93",87.1,70.32,"97.72","98.49","710",39,6.1,1.97841726618705,71.53
"05000US08097",89.53,"623400","98.27",62.01,"82.12","53.02",50.88,64.52,"96.49","99.62","1284",42,4.8,1.98033627814192,67.38
"05000US08099",89.16,"94100","95.6",50.65,"74.99","55.75",83.05,63.81,"99.52","93.84","677",38,5.5,1.9601047753375,64.99
"05000US08101",92.77,"155400","97.73",63.98,"84.61","63.14",89.9,64.31,"97.72","97.43","803",38.9,5.6,1.9563219472413,65.13
"05000US08103",81.11,"203100","93.35",56.93,"82.63","54.68",71.05,69.95,"97.17","95.45","734",35.9,5.6,1.97003745318352,73.38
"05000US08105",57.95,"161300","95.66",54.39,"80.54","67.76",66.53,66.21,"95.05","97.31","588",41.5,5.4,1.98401420959147,73.48
"05000US08107",74.14,"510600","97.17",63.81,"87.48","61.77",57.22,70.45,"99.23","98.51","1215",39.8,4.6,1.98146984924623,67.69
"05000US08109",36.25,"149500","90.34",45.16,"69.4","46.36",64.84,74.93,"95.24","88.82","635",49.1,4.9,1.96257088846881,69.87
"05000US08111",19.17,"286700","89.91",45.51,"74.41","55.83",35.8,66.92,"95.49","87.62","975",52.1,4.8,1.97368421052632,68.93
"05000US08113",76.69,"491100","93.57",63.14,"84.13","54.49",50.32,60.48,"98.34","97.69","1125",41.5,4.8,1.96832316187155,58.13
"05000US08115",76.4,"87300","94.37",46.7,"70.97","44.5",80.65,71.58,"95.97","97.3","575",49.1,5.7,1.94690265486726,74.43
"05000US08117",93.52,"563000","99.01",73.44,"90.67","73.27",31.4,66.1,"98.05","99.48","1402",39.1,4.3,1.98516534459668,57.57
"05000US08119",66.44,"279100","95.7",68.13,"89.04","68.98",77.58,80.94,"97.69","96.61","1070",49.9,5.7,1.96562898949229,80.24
"05000US08121",63.5,"138700","95.3",48.48,"75.06","57.36",84.37,67.98,"97.98","98.21","693",41.6,6,1.99211822660099,66.45
"05000US08123",90.35,"269400","98.95",74.48,"90.94","75.61",96.14,72.62,"97.25","99.29","1014",34.3,6.1,1.96188088265541,73.29
"05000US08125",71.76,"171600","98.59",49.12,"76.67","46.57",89.52,63.22,"95.48","98.43","769",38.4,6,1.99382868427549,63.47
"05000US09001",94.8,"422300","98.57",70.27,"85.72","68.99",91.78,67.31,"98.93","99.08","1470",40.3,5.9,1.8390911947746,69.31
"05000US09003",94.69,"237700","98.32",68.51,"83.41","69.44",92.17,64.49,"98.22","99.21","1076",40.4,5.5,1.82102422478399,67.77
"05000US09005",86.37,"251500","97.85",66.62,"82.45","62.91",83.93,77.15,"98.94","98.64","1036",47.2,6,1.96465595307284,80.37
"05000US09007",88.2,"284900","99.08",70.21,"85.21","69.01",87.87,73.64,"98.87","99.31","1162",45.4,5.8,1.91546074268971,77.57
"05000US09009",94.93,"246700","98.32",67.37,"82.65","68.16",90.06,61.93,"98.28","98.55","1133",40.1,5.4,1.82984747936227,65.89
"05000US09011",88.64,"239000","98.19",66.34,"82.81","65.7",87.32,66.53,"98.36","98.15","1099",41.4,5.7,1.89165006238245,69.59
"05000US09013",86.36,"251300","98.59",67.67,"83.66","69.28",92.95,72.06,"98.51","99.02","1119",37.5,5.9,1.92321480301275,76.88
"05000US09015",83.58,"198000","97.38",68.7,"85.05","68.61",89.54,69.65,"98.52","96.32","895",41.3,5.5,1.95930167157866,72.8
"05000US10001",82.46,"213900","97.43",65.29,"86.56","70.04",91.45,69.03,"98.46","97.95","1070",37.6,6.2,1.72710512045859,69.08
"05000US10003",95.95,"254500","98.76",69.72,"88.22","70.35",91.77,68.02,"98.13","99.17","1141",38.1,6.4,1.69982095116627,70.32
"05000US10005",72.72,"248900","99.07",58.31,"81.35","59.93",65.94,79.55,"98.44","99.09","1018",49,6,1.8673529905444,78.1
"05000US11001",97.03,"568400","98.51",75.62,"91.23","75.22",90.3,41.79,"97.46","99.05","1487",33.9,4.2,1.50261977378236,44.24
"05000US12001",96.61,"173900","99.02",56.54,"79.6","58.97",83.45,54.81,"97.84","99.23","958",31.3,5.1,1.75402893413569,56.21
"05000US12003",94.38,"120900","99.88",60.94,"85.34","65.07",87.09,75.64,"98.63","99.26","769",37.6,5.7,1.88788405797101,75.8
"05000US12005",97.78,"172600","98.04",57.32,"81.15","62.25",68.64,63.46,"96.98","98.62","1009",39.4,4.9,1.86371600735053,63.64
"05000US12007",95.57,"97200","98.22",46.04,"73.59","50.5",81.61,68.59,"98.34","99.03","829",40.1,5.2,1.83442677638163,65.94
"05000US12009",97.43,"177400","98.96",56.85,"79.83","58.79",82.84,72.88,"97.75","99.37","1018",47.2,5.4,1.87528835063437,72.96
"05000US12011",95.68,"243100","98.93",62.15,"82.33","65.53",83.07,62.06,"97.89","99.4","1332",40.1,4.6,1.71780620682375,62
"05000US12013",89.37,"81300","94.71",38.95,"65.94","38.79",75.78,82.4,"97.34","94.79","661",40.2,5.3,1.88564530289728,82.4
"05000US12015",97.59,"176500","98.92",47.05,"70.32","50.87",73.67,79.51,"97.58","99.57","976",58.6,4.9,1.93500984898227,77.42
"05000US12017",97.16,"123800","97.85",45.7,"72.38","47.98",79.33,81.45,"98.2","97.86","815",56.2,5.4,1.95133998279214,79.75
"05000US12019",97.49,"174400","98.59",69.3,"88.39","71.87",92.02,73.71,"98.58","99.4","1129",39.5,6.2,1.85461456715442,73.94
"05000US12021",97.74,"340100","98.77",49.02,"68.94","44.57",66.85,72.67,"98.02","99.39","1228",50.3,4.9,1.93664060393637,68.26
"05000US12023",94.95,"117800","96.36",53.61,"79.76","58.06",86.47,73.36,"97.67","98.18","827",40.7,5.3,1.82577546527917,72.32
"05000US12027",95.72,"84400","98.48",37.4,"66.82","44.76",79.43,69.88,"95.28","99.36","684",40.6,5,1.90755251750584,67.58
"05000US12029",90.32,"74500","94.96",32.1,"59.23","34.88",69.27,77.16,"97.9","95.36","644",47.3,4.8,1.92837423312883,78.02
"05000US12031",97.98,"166900","97.87",67.51,"85.91","68.69",87.82,56.69,"97.79","98.71","1037",36.1,5.5,1.66250737188441,57.9
"05000US12033",98.16,"133600","98.53",58.7,"81.06","58.72",84.5,61.14,"97.55","98.96","967",37.2,5.5,1.74284150244231,62.82
"05000US12035",98.53,"200000","98.94",51.75,"74.62","50.45",79.73,75.8,"96.91","99.7","1159",50.9,5.5,1.87750129218046,72.59
"05000US12037",91.02,"139500","97.16",37.74,"70.4","36.08",49.53,75.66,"97.6","97.43","803",45,4.8,1.89085408424482,76.24
"05000US12039",90.1,"99000","92.9",48.05,"74.28","55.36",85.98,71.04,"97.07","92.6","678",40.7,5.3,1.44478922716628,70.57
"05000US12041",89.32,"97800","98.4",47.8,"74.2","46.4",86.98,83.57,"97.99","98.84","617",42.5,5.2,1.96836123483336,83.61
"05000US12043",96.14,"76400","91.43",32.88,"64.03","35.52",63.21,79.45,"95.94","94.98","746",47.2,4.7,1.86059102188134,75.5
"05000US12045",96.05,"150300","96.14",42.11,"69.39","46.59",56.65,75.33,"96.88","95.16","1057",44.3,4.9,1.82198171300616,72.44
"05000US12047",91.02,"71100","95.73",38.76,"67.98","49.47",77.26,70.01,"96.59","97.33","594",41.5,5.2,1.68851727982163,66.89
"05000US12049",96.26,"81800","99.09",37.68,"67.15","38.22",79.88,66.17,"97.7","98.98","709",35.1,5,1.92601646937725,66.65
"05000US12051",97.2,"82000","96.22",43.71,"73.32","54.62",81.66,66.21,"97.52","95.36","768",33.9,4.9,1.85915024528145,67.66
"05000US12053",97.72,"130300","99.11",52.95,"77.81","56.18",85.31,77.78,"98.08","99.63","958",48.9,5.6,1.93210590011014,76.04
"05000US12055",97.55,"93800","98.25",39.48,"66.73","44.19",73.82,75.35,"97.45","98.93","776",53.4,4.8,1.89562716326232,71.84
"05000US12057",98.27,"198000","98.34",65.25,"85.75","69.17",90.31,58.05,"97.64","98.98","1094",36.9,5.3,1.7949418949113,59.6
"05000US12059",90.58,"93200","96.48",42.2,"70.84","40.32",80.76,76.5,"98.09","94.11","682",42.5,5.2,1.93386545039909,73.52
"05000US12061",97.53,"185800","98.67",46.08,"67.94","41.7",72.46,78.11,"98.1","98.81","957",52.9,5.3,1.91442955943069,75.22
"05000US12063",92.79,"98800","97.23",45.81,"72.27","46.91",80.23,71.31,"96.91","95.61","656",41.6,5.4,1.74215697880904,71.49
"05000US12065",87.95,"117900","91.54",47.17,"74.5","51.47",86.21,77.73,"98.02","91.95","758",47.2,5.8,1.64633512389534,78.61
"05000US12067",82.96,"105900","92.64",38.42,"67.85","51.83",65.86,78.9,"98.81","93.71","625",39.1,4.9,1.87780429594272,82.47
"05000US12069",97.09,"167200","98.56",52.03,"76.88","57.75",84.55,74.32,"97.28","99.51","1043",46.8,5.4,1.88840156694063,72.31
"05000US12071",97.59,"207700","99.02",51.33,"72.58","50.33",70.06,70.61,"97.39","99.35","1093",48.1,5,1.91768219788789,67.22
"05000US12073",96.9,"195000","97.52",65.14,"84.8","65.79",87.62,53.06,"97.81","97.88","1004",30.7,5.2,1.66492498981562,54.09
"05000US12075",93.23,"99400","96.97",41.98,"69.26","41.3",80.46,77.19,"96.95","96.5","707",46.8,5.1,1.89630621310777,75.57
"05000US12077",92.9,"66600","94.12",37.48,"71.33","65.04",66.4,75.3,"96.14","94","581",40.3,4.9,1.86938261234775,75.67
"05000US12079",87.31,"87400","95.41",35.71,"60.77","35.36",77.87,76.89,"90.32","94.6","698",42.9,5.4,1.59503142771625,73.06
"05000US12081",97.95,"218900","99.07",50.5,"74.73","54.3",76.7,71.59,"96.72","99.46","1102",48,5,1.90674686046835,68.05
"05000US12083",96.65,"127100","97.52",49,"74.42","53.99",81.53,75.84,"97.18","97.42","859",48.6,5.2,1.87275297771657,73.85
"05000US12085",97.08,"255000","99.11",47.63,"71.65","47.97",80.03,78.14,"97.49","99.36","1107",51.9,5.2,1.95349565489705,76.06
